id,prompt
163,"mixed media abstract sculpture created with recycled tires and wood / phi, highly detailed, intrincate, overcast flat lighting, octane, lumen unreal 5 / in the style of philippe faraut, stanisław szukalski, beksinsky and gustave dore "
164,yoji shinkawa painting of a stylish sniper demon 
165,"mixed media abstract sculpture created with recycled tires and wood / phi, highly detailed, intrincate, overcast flat lighting, octane, lumen unreal 5 / in the style of philippe faraut, stanisław szukalski, beksinsky and gustave dore "
166,illusion. oil on canvas 
167,5 5 mm photo al roker drunk in the street in mexico city. dof. bokeh. by artgerm and greg rutkowski. highly detailed 8 k. intricate. lifelike. realistic sony a 7 r iv. soft light. cinematic processing 
168,yoji shinkawa painting of a stylish werewolf 
169,"chibi anime little boy, cat ears, red and black hero suit, glasses, posing on building at night, digital painting by james jean, kishimoto, wlop and toriyami togashi, inspired by hirohiko araki and made in abyss, anatomically correct, extremely coherent, smooth, golden ration, perfect composition "
170,"mixed media abstract sculpture created with recycled tires and wood / phi, highly detailed, intrincate, overcast flat lighting, octane, lumen unreal 5 / in the style of philippe faraut, stanisław szukalski, beksinsky and gustave dore "
171,painting. digital art. young woman wearing an [ [ [ [ [ [ [ eva suit ] ] ] ] ] ] ]. beautiful face. face visible. gorgeous. high tech. medium close up. sitting next to a car. night. [ [ [ hazy ] ] ]. [ [ [ foggy ] ] ]. [ [ [ [ raining ] ] ] ]. neon lights. cyberpunk
172,illusion. oil on canvas 
173,"a rusty shipwreck at the bottom of a prehistoric jungle cave, lush flora, waterfall, mountains, flowers, vines, sunset, hazy, volumetric lighting, rtx on, washed out dark colors, an award - winning digital render, beautiful, stunning, ultradetailed, great composition ( by kim jung gi ) ( by george morikawa ) ( by kentaro miura ) ( by ei"
174,illusion. oil on canvas 
175,energy palms. oil on canvas 
176,"overwatch retro noir building, stylized, exterior, architecture, in watercolor gouache detailed paintings, arcane, insanely detail, artstation, 8 k, futuristic, big medium small, props, furniture and decor, empty, no character "
177,luck charm. oil on canvas 
178,"nostalgic cute ghost faces sticker vinyl decal, artgerm, etsy, trending on artstation "
179,"photo of a concept sport maxi scooter, ratrod paintjob, tuning award, racing appearance, high powered engine, racing exhaust, golden hour, colorful rims, 8 5 mm, f / 1. 3 "
180,"overwatch bauhaus hydralisk lair building, stylized, exterior, architecture, in watercolor gouache detailed paintings, arcane, insanely detail, artstation, 8 k, futuristic, big medium small, props, furniture and decor, empty, no character "
181,"cute fluffy alien creature with big eyes and long wavy fur blowing in the wind in alien environment with large succulent type plants and view of ringed planet rising over the horizon, detailed 3 d render 4 k unreal engine "
182,"overwatch small hut building, stylized, exterior, architecture, in watercolor gouache detailed paintings, arcane, insanely detail, artstation, 8 k, futuristic, big medium small, props, furniture and decor, empty, no character "
183,"portrait of cyborg, close up shot, soft lighting, warm lights, super detailed, latvian belarusian finnish norwegian swedish glamour models, painting by sargent and leyendecker, studio ghibli, asymmetrical intricate elegant illustration hearthstone, by greg rutkowski, by artgerm, by greg tocchini, by craig mullins "
184,"landscape environment with furry dr seuss style colorful trees with long fur blowing in the wind, detailed 3 d render unreal engine realistic 4 k "
185,"cyberpunk shark, desktop background, path traced, highly detailed, high quality, digital painting, by studio ghibli, lise deharme, alexander jansson, paul lehr, tim white, hans zatzka, george stubbs, louis wain, alphonse mucha "
186,"portrait of cyborg, close up shot, soft lighting, warm lights, super detailed, painting by sargent and leyendecker, studio ghibli, asymmetrical intricate elegant illustration hearthstone, by greg rutkowski, by greg tocchini, by craig mullins "
187,"royal cat in a pile of gold and jewels, desktop background, path traced, highly detailed, high quality, digital painting, by studio ghibli, lise deharme, alexander jansson, paul lehr, tim white, hans zatzka, george stubbs, louis wain, alphonse mucha "
188,"space inside a coffee cup, realistic, detailed "
189,"a nostalgic cute cybercat, sticker vinyl decal, etsy, trending on artstation "
190,"alien landscape with strange furry trees with long fluffy fur leaves dangling from twisted branches, ringed planet rising on the horizon, realistic 4 k 3 d render unreal engine "
191,"highly detailed digital art, man with umbrella, facing back, rain, alley, led lights, fog, neon art on walls, cg society, artstation "
192,"royal cat in a pile of gold and jewels, desktop background, path traced, highly detailed, high quality, digital painting, by studio ghibli, lise deharme, alexander jansson, paul lehr, tim white, hans zatzka, george stubbs, louis wain, alphonse mucha "
193,"alien landscape with weird succulent type plants and craters, blue purple cyan with ringed planet rising on the horizon and portal to another dimension, 4 k detailed painting "
194,"highly detailed digital art, man with umbrella, facing back, heavy rain, nyc, led lights, fog, neon art on walls, cg society, artstation "
195,"cyberpunk shark, desktop background, path traced, highly detailed, high quality, digital painting, by studio ghibli, lise deharme, alexander jansson, paul lehr, tim white, hans zatzka, george stubbs, louis wain "
196,"8 k high definition, 1 9 8 0 marijuana monster snoop dogg kenner style action figure, full body, highly detailed, science fiction, photorealistic "
197,"cyberpunk manta, desktop background, path traced, highly detailed, high quality, digital painting, by studio ghibli, lise deharme, alexander jansson, paul lehr, tim white, hans zatzka, george stubbs, louis wain, alphonse mucha "
198,"highly detailed digital art, man, facing back, heavy rain, nyc, led lights, fog, neon art on walls, cg society, artstation "
199,"portrait of cyborg, close up shot, soft lighting, warm lights, super detailed, painting by sargent and leyendecker, studio ghibli, asymmetrical intricate elegant illustration hearthstone, by greg rutkowski, by greg tocchini, by craig mullins "
200,"highly detailed digital art, lonely man, facing back, heavy rain, nyc, led lights, fog, neon art on walls, cg society, artstation "
201,"8 k high definition, 1 9 8 0 marijuana monster snoop dogg kenner style action figure, full body, highly detailed, science fiction, photorealistic "
202,"cyberpunk mermaid, desktop background, path traced, highly detailed, high quality, digital painting, by studio ghibli, lise deharme, alexander jansson, paul lehr, tim white, hans zatzka, george stubbs, louis wain, alphonse mucha "
203,"highly detailed digital art, man, facing back, heavy rain, crowded nyc, led lights, fog, neon art on walls, cg society, artstation "
204,"science fiction, 3 / 4 back view, stocky tattooed awkward flustered brilliant anxious muscular blonde butch tomboy woman engineer with short heroic blonde hair, punk patched flight suit, set of dune, extremely detailed, cinematic lighting, illustration, digital art, crepuscular ray, trending on artstation, art by greg rutkowski, golden ratio "
205,"highly detailed portrait of young emma watson in detroit : become human, wearing an eva suit, stephen bliss, unreal engine, fantasy art by greg rutkowski, loish, rhads, ferdinand knab, makoto shinkai and lois van baarle, ilya kuvshinov, rossdraws, tom bagshaw, global illumination, radiant light, detailed and intricate environment "
206,"highly detailed digital art, man, facing back, heavy rain, tokyo, led lights, fog, neon art on walls, cg society, artstation "
207,"highly detailed digital art, man, facing back, heavy rain, downtown, led lights, fog, neon art on walls, cg society, artstation "
208,"close up of a nostalgic cute cybercat face, symmetrical, sticker vinyl decal, etsy, japanese influence, trending on artstation "
209,"highly detailed digital art, man, facing back, heavy rain, led lights, fog, neon art on walls, cg society, artstation "
210,ink drawing by hokusai of a guinea pig. 
211,ink drawing by hokusai of a guinea pig. 
212,"highly detailed digital art, man, facing back, heavy rain, lightning, led lights, fog, neon art on walls, cg society, artstation "
213,"highly detailed minimalism digital art, man, facing back, heavy rain, led lights, fog, neon art on walls, cg society, artstation "
214,saul goodman beer 
215,ink drawing by hokusai of a guinea pig. 
216,"highly detailed minimalist digital art, man, facing back, heavy rain, led lights, fog, neon art on walls, cg society, artstation "
217,a can of heinz. 
218,kim wexler onlyfans 
219,"a portrait of mr. bean, rowan atkinson, art by annibale carracci in the style of rembrandt!! intricate. ultra detailed, oil on canvas, wet - on - wet technique, pay attention to facial details, highly realistic, cinematic lightning, intricate textures, illusionistic detail, "
220,"a portrait of mr. bean, rowan atkinson, art by annibale carracci in the style of rembrandt!! intricate. ultra detailed, oil on canvas, wet - on - wet technique, pay attention to facial details, highly realistic, cinematic lightning, intricate textures, illusionistic detail, "
221,"portrait of an aesthetic kawaii goth woman with long dreads, anime, detailed anime, hyper detailed anime, realistic anime, hyper realistic anime, cel shading, toon shading, straight on, hd, 4 k, 2 point studio lighting, detailed, highly detailed, concept art, full body character concept art, "
